station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Upminster,,,1.0,,6.0,,,,,5.0,2.0,,,8.0,2.0,32.0,6.0,9.0,0.0,2.0,1.0,,,2.0,2.0,3.0,4.0,7.0,,,10.0,3.0,,,,2.0,,,3.0,,2.0,,,,0.0,,,,2.0,,,,4.0,11.0,28.0,11.0,4.0,,,,,,1.0,9.0,4.0,,,,,,,2.0,,,1.0,1.0,,,1.0,,3.0,,,,,,,,3.0,4.0,,,,,,,,2.0,1.0,4.0,,,3.0,,1.0,,,4.0,,4.0,2.0,,6.0,1.0,,0.0,9.0,5.0,,13.0,1.0,,,4.0,,,2.0,,1.0,,3.0,1.0,,4.0,,,,4.0,12.0,1.0,,2.0,,,,,0.0,8.0,1.0,,1.0,,,,,2.0,,,,0.0,1.0,1.0,1.0,,,3.0,,,1.0,,11.0,1.0,1.0,,,5.0,0.0,,,,2.0,,,,,1.0,,,,2.0,,,1.0,1.0,,,,15.0,,4.0,1.0,1.0,1.0,,,5.0,,2.0,,2.0,,,27.0,15.0,,,1.0,,,,5.0,4.0,,3.0,4.0,,,13.0,1.0,2.0,,,,,,2.0,,5.0,,,,,1.0,,,,3.0,,9.0,,2.0,18.0,9.0,1.0,2.0,,,,7.0,3.0,,2.0,,,,,,2.0,2.0,,,1.0,1.0,,,,,3.0,,,8.0,,,1.0,,,,,4.0,,,,,5.0,,,,5.0,1.0,,1.0,,,7.0,,,,,,1.0,,1.0,,6.0,,7.0,,8.0,1.0,,,,2.0,,,,32.0,,,,,,2.0,,5.0,,,,3.0,10.0,,,,6.0,,,,,,10.0,1.0,,2.0,2.0,8.0,14.0,,,,1.0,,,9.0,,12.0,,,,1.0,,,3.0,,,6.0,,,,1.0,,,1.0,,8.0,3.0,,11.0,,,3.0,,2.0,1.0,,1.0,,,,730.0
Upminster Bridge,,,,,7.0,,,,,6.0,,,,9.0,,39.0,7.0,12.0,,2.0,,,,2.0,,3.0,5.0,8.0,,,12.0,3.0,,,,2.0,,,4.0,,3.0,,,,,,,,2.0,,,,,14.0,35.0,14.0,4.0,,,,,,,10.0,,,,,,,,,,,,,,,2.0,,4.0,,,,,,,,4.0,5.0,,,,,,,,3.0,,4.0,,,4.0,,,,,5.0,,,3.0,,7.0,,,,10.0,6.0,,16.0,,,,5.0,,,3.0,,,,4.0,,,5.0,,,,5.0,15.0,,,3.0,,,,,,9.0,,,,,,,,,,,,,,,1.0,,,4.0,,,,,13.0,2.0,,,,10.0,,,,,,,,,,,,,,,,,1.0,,,,,18.0,,5.0,,,,,,6.0,,,,,,,33.0,18.0,,,,,,,6.0,5.0,,3.0,4.0,,,16.0,,,,,,,,2.0,,6.0,,,,1.0,,,,,,,11.0,,2.0,22.0,11.0,,,,,,9.0,4.0,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,6.0,,,,6.0,,,,,,9.0,,,,,,1.0,,,,8.0,,9.0,,10.0,,,,,3.0,,,,38.0,,,,,,,,5.0,,,,3.0,12.0,,,,7.0,,,,,19.0,,2.0,,3.0,,9.0,17.0,,,,,,,11.0,,14.0,,,,,3.0,,4.0,,,7.0,,,,1.0,,,,,10.0,4.0,,13.0,,,3.0,,,,,,,,,780.0
Upney,,,3.0,,14.0,,,,,12.0,,,1.0,16.0,5.0,74.0,14.0,94.0,,4.0,,,,9.0,3.0,6.0,10.0,15.0,,,21.0,6.0,,1.0,,4.0,,,6.0,,6.0,,,,1.0,,,,3.0,,,,8.0,27.0,72.0,33.0,8.0,,,,,,2.0,19.0,,,,,,2.0,,3.0,,,,2.0,,,2.0,1.0,7.0,,,,,,,,5.0,10.0,,,2.0,,,,1.0,4.0,,7.0,2.0,2.0,15.0,,2.0,,,8.0,,10.0,2.0,,13.0,,,1.0,19.0,11.0,,30.0,2.0,4.0,,10.0,,,5.0,,2.0,,6.0,3.0,,9.0,,,,9.0,26.0,,,5.0,,,,,1.0,15.0,,,,,,,,,,,,1.0,,2.0,2.0,,1.0,6.0,,29.0,,,25.0,3.0,3.0,,,2.0,,1.0,,,4.0,,,,,2.0,,,,5.0,,,,3.0,,1.0,,33.0,1.0,8.0,3.0,3.0,3.0,,2.0,11.0,,4.0,,5.0,,,64.0,34.0,,,1.0,2.0,,,12.0,8.0,,6.0,10.0,1.0,,31.0,2.0,5.0,,,,,,3.0,,14.0,,,,,,,,,7.0,,21.0,,4.0,38.0,19.0,,3.0,,,1.0,16.0,7.0,,6.0,,,,,,3.0,3.0,,1.0,3.0,3.0,,,,5.0,5.0,,,,,,2.0,,,,,8.0,,,,,10.0,,,,10.0,2.0,,,,,15.0,,,,,,2.0,,,,14.0,,15.0,5.0,18.0,,,1.0,,5.0,3.0,,,89.0,,,,,,4.0,,10.0,,,2.0,5.0,21.0,7.0,,,14.0,,,2.0,,4.0,2.0,,,10.0,3.0,16.0,30.0,,,,1.0,,,19.0,,25.0,,,,,5.0,,7.0,,,18.0,7.0,,,2.0,,,2.0,,18.0,6.0,,28.0,1.0,5.0,5.0,,3.0,,,2.0,,,,1739.0
Upper Holloway,,2.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,10.0,,,,,,,,,,,,,4.0,4.0,,,,,,,,,19.0,,,,,,,,,,,,,,,0.0,,1.0,,,,,6.0,,,,,,,,,10.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,22.0,,,,,,7.0,6.0,,3.0,,,,,20.0,,4.0,,6.0,2.0,,,,,,,,,,,,1.0,53.0,,,,,,5.0,,,,,,,,,,3.0,,,,5.0,4.0,,10.0,,2.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,14.0,,,2.0,,,2.0,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,2.0,50.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,1.0,,,,,,,,3.0,,,8.0,,,,22.0,,,,,,,,,,2.0,,,10.0,,,,,2.0,,1.0,,,373.0
Upton Park,,,7.0,,51.0,,3.0,1.0,,37.0,10.0,4.0,3.0,48.0,14.0,251.0,46.0,92.0,2.0,11.0,,,,6.0,10.0,20.0,38.0,49.0,,,64.0,19.0,3.0,4.0,,20.0,2.0,,19.0,,32.0,,,,2.0,3.0,,,10.0,,,,25.0,93.0,278.0,160.0,28.0,,2.0,,,,7.0,61.0,31.0,,,1.0,,6.0,,9.0,,,7.0,7.0,,1.0,7.0,4.0,21.0,,,,,,,,6.0,11.0,,,4.0,,,,4.0,12.0,3.0,21.0,6.0,5.0,91.0,,7.0,1.0,3.0,25.0,,31.0,3.0,,42.0,,,2.0,58.0,33.0,1.0,98.0,7.0,13.0,,29.0,,,14.0,,5.0,,19.0,7.0,2.0,27.0,,,1.0,28.0,79.0,4.0,,13.0,,,,,2.0,42.0,9.0,,5.0,6.0,,,4.0,8.0,,3.0,,2.0,2.0,5.0,7.0,,3.0,18.0,,93.0,4.0,,78.0,9.0,9.0,,,4.0,2.0,3.0,1.0,,12.0,,,,,8.0,3.0,,9.0,15.0,,,3.0,8.0,,4.0,,105.0,4.0,25.0,9.0,9.0,9.0,,5.0,36.0,,18.0,,17.0,,,221.0,111.0,,,4.0,5.0,8.0,,41.0,24.0,,18.0,43.0,3.0,,105.0,5.0,14.0,,3.0,,,4.0,10.0,,58.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,,19.0,2.0,70.0,2.0,13.0,119.0,55.0,,10.0,,,2.0,49.0,22.0,1.0,53.0,,,2.0,,,9.0,9.0,,2.0,9.0,7.0,2.0,,2.0,15.0,13.0,,,,,,5.0,,,,,24.0,,38.0,,,28.0,2.0,,,29.0,5.0,,3.0,,1.0,44.0,1.0,,1.0,,5.0,7.0,,5.0,4.0,45.0,,48.0,16.0,60.0,4.0,,3.0,,22.0,9.0,,3.0,434.0,,,1.0,,,11.0,,32.0,,1.0,6.0,14.0,66.0,15.0,1.0,,48.0,3.0,,6.0,5.0,6.0,4.0,9.0,,,8.0,47.0,92.0,22.0,,,5.0,,,58.0,6.0,81.0,,,,5.0,15.0,2.0,19.0,,,119.0,19.0,1.0,,6.0,,,6.0,,56.0,18.0,,105.0,4.0,13.0,15.0,3.0,9.0,6.0,,5.0,,3.0,,5966.0
Uxbridge,,,9.0,16.0,16.0,,5.0,1.0,,18.0,6.0,2.0,1.0,32.0,8.0,96.0,19.0,11.0,1.0,10.0,2.0,,,1.0,,8.0,10.0,21.0,7.0,,39.0,8.0,4.0,2.0,,3.0,,,11.0,,4.0,,,,,,,,6.0,,,,14.0,31.0,67.0,23.0,11.0,,3.0,,,2.0,4.0,29.0,16.0,1.0,,,,7.0,3.0,5.0,,,4.0,4.0,,1.0,,2.0,11.0,,,2.0,,,,,2.0,3.0,,,2.0,,,,5.0,17.0,5.0,17.0,6.0,4.0,5.0,,6.0,6.0,,17.0,,14.0,1.0,,21.0,,,,32.0,19.0,1.0,42.0,5.0,12.0,,15.0,,,11.0,,2.0,,14.0,,2.0,,,,,17.0,46.0,4.0,,15.0,,,,,1.0,40.0,,,,6.0,,,4.0,20.0,,4.0,,,,,,,2.0,14.0,,43.0,3.0,15.0,39.0,6.0,5.0,,,,3.0,3.0,2.0,,7.0,10.0,,,,4.0,2.0,,,9.0,,,3.0,8.0,,3.0,,55.0,6.0,16.0,7.0,4.0,6.0,,4.0,19.0,,4.0,,4.0,,,79.0,46.0,,,2.0,3.0,4.0,,16.0,15.0,,12.0,8.0,,3.0,40.0,3.0,,,4.0,,,2.0,11.0,2.0,12.0,2.0,,4.0,2.0,12.0,6.0,3.0,,14.0,1.0,29.0,2.0,7.0,70.0,38.0,8.0,8.0,,,2.0,27.0,13.0,3.0,3.0,,,3.0,,,7.0,7.0,,3.0,6.0,7.0,6.0,,1.0,10.0,14.0,4.0,,,,,3.0,,6.0,,8.0,13.0,,19.0,,,22.0,2.0,,,18.0,2.0,,3.0,,4.0,31.0,,,,,,2.0,,4.0,2.0,21.0,,25.0,12.0,25.0,4.0,,4.0,,5.0,5.0,,3.0,66.0,,,3.0,2.0,,9.0,,15.0,,,3.0,9.0,36.0,8.0,1.0,,17.0,2.0,,6.0,3.0,2.0,,1.0,,4.0,,28.0,52.0,11.0,,,1.0,,,33.0,4.0,40.0,4.0,,,4.0,24.0,,15.0,,0.0,11.0,18.0,2.0,,5.0,,,5.0,,29.0,15.0,,29.0,4.0,12.0,13.0,2.0,5.0,6.0,,2.0,,2.0,,2756.0
Vauxhall,,,22.0,86.0,85.0,,7.0,1.0,,89.0,26.0,7.0,6.0,181.0,70.0,600.0,96.0,36.0,2.0,43.0,12.0,,,4.0,29.0,44.0,48.0,149.0,21.0,,306.0,64.0,9.0,8.0,,14.0,6.0,,146.0,,17.0,,,,2.0,6.0,,,26.0,,,,79.0,167.0,300.0,90.0,69.0,,4.0,,,3.0,21.0,186.0,130.0,1.0,,1.0,,18.0,4.0,71.0,,,60.0,42.0,,3.0,16.0,15.0,85.0,,,2.0,,,,,5.0,7.0,,,5.0,,,,10.0,34.0,10.0,96.0,17.0,13.0,16.0,,23.0,3.0,6.0,87.0,,124.0,2.0,,186.0,,,3.0,200.0,94.0,2.0,203.0,16.0,39.0,,59.0,,,56.0,,5.0,,92.0,19.0,7.0,100.0,,,1.0,90.0,476.0,9.0,,41.0,,,,,3.0,158.0,24.0,,14.0,17.0,,,9.0,18.0,,8.0,,5.0,6.0,12.0,16.0,,7.0,82.0,,186.0,11.0,2.0,270.0,32.0,23.0,,,3.0,6.0,7.0,4.0,,62.0,2.0,,,,40.0,7.0,,,43.0,,6.0,9.0,22.0,,12.0,,301.0,8.0,124.0,25.0,34.0,34.0,,15.0,158.0,,13.0,,14.0,,,446.0,323.0,,,5.0,15.0,15.0,,105.0,105.0,,64.0,36.0,7.0,3.0,223.0,18.0,47.0,,8.0,,,4.0,28.0,4.0,47.0,2.0,4.0,9.0,6.0,12.0,6.0,4.0,,73.0,4.0,145.0,5.0,94.0,560.0,182.0,14.0,37.0,,,5.0,237.0,499.0,3.0,11.0,,,4.0,,,32.0,24.0,,4.0,32.0,26.0,4.0,,2.0,65.0,35.0,5.0,1.0,,,,15.0,,2.0,2.0,3.0,79.0,,64.0,,,97.0,8.0,,,194.0,5.0,,8.0,,3.0,241.0,3.0,,3.0,,19.0,6.0,,16.0,7.0,163.0,,314.0,50.0,146.0,12.0,,7.0,,23.0,114.0,,8.0,240.0,,,3.0,3.0,,33.0,,117.0,,1.0,26.0,60.0,257.0,25.0,3.0,,96.0,10.0,,19.0,11.0,6.0,4.0,4.0,,14.0,16.0,,823.0,32.0,,,4.0,,,222.0,19.0,345.0,5.0,,,12.0,36.0,6.0,81.0,,1.0,40.0,55.0,1.0,,25.0,2.0,,19.0,,302.0,58.0,,142.0,10.0,36.0,43.0,,18.0,20.0,,6.0,,7.0,,16222.0
Victoria,,,41.0,178.0,175.0,,13.0,2.0,,190.0,52.0,13.0,12.0,432.0,84.0,1331.0,200.0,63.0,4.0,94.0,27.0,,,7.0,59.0,91.0,96.0,366.0,39.0,,889.0,121.0,16.0,14.0,,27.0,11.0,,146.0,,32.0,,,,4.0,11.0,,,53.0,,,,175.0,334.0,571.0,166.0,158.0,,8.0,,,5.0,45.0,448.0,373.0,2.0,,3.0,,35.0,6.0,72.0,,,55.0,48.0,,4.0,29.0,20.0,234.0,,,4.0,,,,,8.0,13.0,,,9.0,,,,18.0,63.0,19.0,230.0,34.0,25.0,28.0,,46.0,5.0,12.0,194.0,,238.0,4.0,,568.0,,,5.0,480.0,205.0,3.0,418.0,30.0,80.0,,116.0,,,123.0,,9.0,,240.0,36.0,15.0,248.0,,,1.0,203.0,1926.0,17.0,,79.0,,,,,5.0,332.0,48.0,,25.0,31.0,,,16.0,32.0,,14.0,,8.0,10.0,21.0,30.0,,12.0,194.0,,379.0,22.0,4.0,684.0,68.0,47.0,,,5.0,11.0,13.0,6.0,,196.0,4.0,,,,61.0,13.0,,75.0,89.0,,11.0,17.0,43.0,,24.0,,682.0,15.0,347.0,50.0,92.0,81.0,,29.0,457.0,,23.0,,25.0,,,950.0,744.0,,,8.0,30.0,30.0,,246.0,277.0,,147.0,70.0,12.0,6.0,477.0,24.0,107.0,,16.0,,,7.0,54.0,8.0,88.0,3.0,7.0,17.0,10.0,22.0,10.0,6.0,,162.0,7.0,301.0,9.0,93.0,1667.0,391.0,25.0,79.0,,,10.0,742.0,508.0,5.0,20.0,,,8.0,,,65.0,47.0,,7.0,71.0,52.0,6.0,,4.0,167.0,65.0,8.0,2.0,,,,30.0,,4.0,3.0,5.0,188.0,,120.0,,,204.0,15.0,,,804.0,9.0,,14.0,,6.0,703.0,5.0,,5.0,,26.0,11.0,,31.0,13.0,437.0,,1664.0,107.0,325.0,24.0,,12.0,,45.0,83.0,,15.0,444.0,,,5.0,5.0,,68.0,,312.0,,2.0,32.0,78.0,681.0,46.0,6.0,,205.0,20.0,,38.0,20.0,10.0,6.0,8.0,,25.0,28.0,769.0,,57.0,,,7.0,,,561.0,39.0,1035.0,8.0,,,21.0,66.0,11.0,187.0,,3.0,74.0,111.0,3.0,,56.0,3.0,,38.0,,1157.0,118.0,,286.0,20.0,69.0,79.0,15.0,34.0,40.0,,10.0,,13.0,,37521.0
Walthamstow Central,,13.0,23.0,130.0,130.0,,9.0,3.0,,119.0,34.0,17.0,14.0,175.0,44.0,764.0,143.0,,,35.0,12.0,,,11.0,37.0,53.0,118.0,152.0,347.0,,218.0,60.0,10.0,19.0,,32.0,8.0,,61.0,,37.0,,,,,9.0,,,48.0,,22.0,,92.0,211.0,442.0,175.0,85.0,25.0,8.0,,,,26.0,190.0,96.0,,,,14.0,18.0,7.0,30.0,,,21.0,23.0,36.0,6.0,24.0,12.0,69.0,,,4.0,,,,,13.0,20.0,,45.0,,,,,17.0,41.0,11.0,70.0,19.0,19.0,37.0,,22.0,5.0,10.0,90.0,,95.0,6.0,,131.0,,,,213.0,120.0,,305.0,24.0,56.0,33.0,165.0,,,46.0,,,,61.0,27.0,7.0,95.0,,,,102.0,256.0,12.0,,48.0,,45.0,26.0,,,139.0,32.0,,17.0,25.0,,,15.0,32.0,,11.0,,7.0,8.0,17.0,24.0,,11.0,61.0,32.0,368.0,15.0,4.0,252.0,30.0,49.0,37.0,,,8.0,9.0,5.0,,38.0,4.0,,,,24.0,9.0,,,53.0,,,11.0,36.0,,15.0,,383.0,15.0,83.0,31.0,27.0,30.0,,18.0,116.0,,,,,,,674.0,340.0,,38.0,,17.0,41.0,,124.0,82.0,,64.0,82.0,10.0,,323.0,17.0,53.0,,14.0,,,,33.0,,79.0,4.0,6.0,10.0,8.0,21.0,11.0,6.0,,65.0,9.0,216.0,6.0,42.0,401.0,198.0,16.0,32.0,,,7.0,158.0,68.0,5.0,,,,8.0,,,29.0,31.0,,7.0,29.0,24.0,6.0,14.0,,53.0,46.0,9.0,,,,,17.0,,4.0,2.0,6.0,86.0,,383.0,,,95.0,8.0,,,93.0,,15.0,9.0,,6.0,145.0,,,4.0,,17.0,,,16.0,17.0,139.0,62.0,150.0,58.0,184.0,12.0,,12.0,,44.0,28.0,25.0,13.0,525.0,,,4.0,3.0,,44.0,,101.0,,,18.0,46.0,212.0,211.0,5.0,,131.0,13.0,,19.0,27.0,,,13.0,,30.0,30.0,150.0,290.0,,,,,,,209.0,21.0,252.0,9.0,,,18.0,62.0,7.0,62.0,,2.0,,89.0,3.0,,20.0,,,22.0,,174.0,61.0,,227.0,17.0,54.0,49.0,8.0,46.0,23.0,84.0,,,11.0,,17502.0
Walthamstow Queens Road,,,,,,,,,,,,,,,,,,104.0,,,,,,,,,,,272.0,,,,,,,,,,,,,12.0,14.0,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,36.0,,,,,,35.0,,,,,,,,43.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,21.0,,21.0,,,,,,,,,,,,,,,,,,52.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,20.0,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,39.0,,,,,,,11.0,,,998.0
Wandsworth Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,89.0,65.0,,,,,,,,,,,,,,,,,5.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,2.0,,,,,8.0,,,,20.0,,,,6.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,3.0,,,,,,,,,,27.0,,40.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,36.0,5.0,,,,,,,,,,,,,,49.0,,15.0,,,,,,,,,,615.0
Wanstead,,,,15.0,17.0,,,,,13.0,4.0,2.0,,18.0,5.0,87.0,16.0,13.0,2.0,4.0,,,,1.0,4.0,7.0,12.0,18.0,,,24.0,7.0,,,,5.0,,,7.0,,6.0,,,,1.0,,,,4.0,,,,10.0,31.0,81.0,35.0,10.0,,,,,,3.0,22.0,11.0,,,1.0,,,,4.0,,,3.0,3.0,,,3.0,,8.0,,,,,,,,2.0,2.0,,,3.0,,,,,5.0,,8.0,2.0,2.0,6.0,,3.0,,,10.0,,11.0,,,15.0,,,1.0,22.0,12.0,1.0,35.0,3.0,5.0,,12.0,,,6.0,,8.0,,7.0,,,10.0,,,1.0,11.0,29.0,,,5.0,,,,,2.0,16.0,3.0,,,,,,2.0,,,,,,1.0,2.0,3.0,,,7.0,,37.0,2.0,,28.0,3.0,4.0,,,1.0,,,,,4.0,,,,,3.0,,,,6.0,,,1.0,3.0,,,,39.0,1.0,10.0,,3.0,3.0,,,13.0,,13.0,,30.0,,,76.0,39.0,,,3.0,,,,14.0,9.0,,7.0,13.0,,,37.0,2.0,5.0,,,,,5.0,4.0,,15.0,,,,,2.0,,,,7.0,,25.0,1.0,5.0,44.0,21.0,,,,,,18.0,8.0,,5.0,,,,,,3.0,3.0,,,3.0,,,,7.0,6.0,5.0,,1.0,,,,,,,,,9.0,,14.0,,,11.0,,,,11.0,,,,,,17.0,,,,,,6.0,,,,16.0,,18.0,6.0,21.0,,,,,7.0,3.0,,,144.0,,,,,,4.0,,12.0,,,2.0,6.0,24.0,,,,16.0,1.0,,2.0,2.0,2.0,,2.0,,6.0,3.0,18.0,34.0,,,,,,,22.0,2.0,29.0,,,,,6.0,,7.0,,,19.0,8.0,,,2.0,,,,,20.0,7.0,,34.0,2.0,5.0,6.0,,4.0,,,4.0,,,,1981.0
